id_user,nama,jenis_user,fakultas,prodi,angkatan
USR00234,"R. Cici Irawan, S.Farm",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2025
USR00235,Saadat Manullang,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2021
USR00236,"Mulya Wahyuni, S.Ked",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2023
USR00237,"Rangga Wijayanti, S.T.",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2025
USR00238,Soleh Palastri,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2024
USR00239,"R. Daryani Uwais, M.Ak",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2022
USR00240,Drs. Rina Mayasari,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2025
USR00241,"Drs. Ikin Maulana, S.IP",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2020
USR00242,Ibun Damanik,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2023
USR00243,"Zalindra Nasyiah, M.TI.",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2020
USR00244,"Langgeng Siregar, M.TI.",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2025
USR00245,Rahman Hidayanto,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2021
USR00246,dr. Tugiman Rajata,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,2023
USR00247,Patricia Mandala,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2022
USR00248,Prabu Lazuardi,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2023
USR00249,Kani Nurdiyanti,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2025
USR00250,H. Wira Pradipta,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2025
USR00251,Dr. Ophelia Wahyudin,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2023
USR00252,Ajeng Namaga,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2023
USR00253,Aswani Dongoran,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2023
USR00254,Puput Gunawan,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2022
USR00255,Nabila Simanjuntak,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2024
USR00256,Salwa Iswahyudi,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2021
USR00257,"R. Zaenab Nainggolan, S.Sos",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2022
USR00258,Puti Ifa Riyanti,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2024
USR00259,Cornelia Yuliarti,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2021
USR00260,"Bakiadi Manullang, M.TI.",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2025
USR00261,Samiah Rahayu,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,2021
USR00262,Widya Marbun,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2021
USR00263,Hj. Lintang Purwanti,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2020
USR00264,R.M. Jaiman Wijaya,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2021
USR00265,Hj. Zizi Kuswandari,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2020
USR00266,"Makara Hardiansyah, S.T.",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,2023
USR00267,Lanjar Thamrin,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2020
USR00268,Nasab Lazuardi,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2023
USR00269,Widya Irawan,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2022
USR00270,"Drs. Indra Kusumo, S.I.Kom",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2020
USR00271,Aurora Lailasari,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2025
USR00272,Ir. Drajat Nugroho,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2020
USR00273,Intan Wulandari,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2020
USR00274,"H. Kadir Puspita, S.H.",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2022
USR00275,Tari Waluyo,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2023
USR00276,Cici Haryanti,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2023
USR00277,Hj. Salsabila Yuniar,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2022
USR00278,Elvina Siregar,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2024
USR00279,"Arsipatra Suartini, S.Farm",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2023
USR00280,"Suci Suryono, M.Ak",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2021
USR00281,Kiandra Palastri,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2024
USR00282,Najib Saptono,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2024
USR00283,drg. Aisyah Santoso,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2023
USR00284,Oni Saragih,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2023
USR00285,Atmaja Handayani,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,2025
USR00286,Candra Purwanti,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2020
USR00287,Ciaobella Winarno,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2023
USR00288,Capa Tamba,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2023
USR00289,R.A. Yunita Usamah,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2024
USR00290,Ika Namaga,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2023
USR00291,R.M. Abyasa Mardhiyah,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,2024
USR00292,R.A. Hasna Nasyidah,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2025
USR00293,Patricia Mardhiyah,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2020
USR00294,Luwes Gunarto,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2025
USR00295,Dina Rajata,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2024
USR00296,Natalia Maryadi,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2020
USR00297,"Dr. Ibun Suartini, M.Farm",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2020
USR00298,Irwan Damanik,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2024
USR00299,Puti Clara Salahudin,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2022
USR00300,Dariati Kusumo,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2021
USR00301,R.A. Kani Wijayanti,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2023
USR00302,"Drs. Manah Marpaung, S.Kom",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2025
USR00303,"Laila Kurniawan, S.H.",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2022
USR00304,Jaswadi Wasita,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2023
USR00305,Ganep Nashiruddin,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2020
USR00306,Artawan Rajasa,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2025
USR00307,Puti Melani,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2020
USR00308,Himawan Sitorus,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2024
USR00309,"H. Ajimin Marbun, S.I.Kom",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2020
USR00310,Umi Sihombing,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2024
USR00311,Dalima Saptono,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2024
USR00312,Latif Kuswoyo,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2025
USR00313,Jamalia Yulianti,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2022
USR00314,Teddy Nababan,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2025
USR00315,"Icha Saefullah, S.Ked",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2025
USR00316,"Drs. Hamzah Wacana, S.Pt",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2022
USR00317,Usyi Laksmiwati,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2023
USR00318,"Bella Maryati, S.E.I",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2021
USR00319,"Hana Riyanti, M.Pd",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2021
USR00320,Drs. Siti Gunarto,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2020
USR00321,Dr. Yahya Adriansyah,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2025
USR00322,"drg. Malika Puspasari, S.E.I",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2020
USR00323,Empluk Hutapea,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2022
USR00324,Humaira Zulkarnain,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,2023
USR00325,R. Pandu Prasetyo,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2025
USR00326,"dr. Sarah Nashiruddin, S.Sos",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,2020
USR00327,"Harimurti Saptono, M.Pd",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2025
USR00328,Raisa Wijayanti,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2020
USR00329,Drs. Reksa Prayoga,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2021
USR00330,"Ratna Widodo, M.Ak",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2024
USR00331,drg. Galang Mayasari,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2020
USR00332,Qori Saragih,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,2021
USR00333,"Zelaya Iswahyudi, S.Psi",Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2021
USR00334,Rini Rajata,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2025
USR00335,Wani Wahyuni,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2025
USR00336,Balapati Maheswara,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2023
USR00337,R. Tantri Rahimah,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2025
USR00338,"Cemeti Hakim, M.Kom.",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2023
USR00339,Hilda Wibowo,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2021
USR00340,"Aurora Tampubolon, S.IP",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2021
USR00341,Jasmani Hutapea,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,2024
USR00342,Sabrina Halim,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2020
USR00343,Rafi Riyanti,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2023
USR00344,KH. Prasetya Puspita,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2024
USR00345,"dr. Daniswara Andriani, S.Psi",Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,2023
USR00346,Hendra Yuliarti,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Psikologi,2023
USR00347,Baktianto Mulyani,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,2025
USR00348,Tgk. Jane Wahyudin,Mahasiswa,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,2025
USR00349,Cut Kezia Laksita,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,2023
USR00350,Asirwanda Dongoran,Mahasiswa,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,2021
USR00351,Hj. Sadina Pertiwi,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,
USR00352,Yani Mansur,Dosen,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,
USR00353,Paris Prastuti,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,
USR00354,Elma Hardiansyah,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,
USR00355,Keisha Waluyo,Dosen,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,
USR00356,"Saka Saefullah, M.Pd",Dosen,"Fakultas Sosial, Humaniora, & Seni",Psikologi,
USR00357,drg. Mala Mandasari,Dosen,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,
USR00358,Alika Simbolon,Dosen,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,
USR00359,"dr. Eluh Marpaung, S.Ked",Dosen,"Fakultas Sosial, Humaniora, & Seni",Psikologi,
USR00360,"Tgk. Iriana Anggraini, S.I.Kom",Dosen,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,
USR00361,Usyi Handayani,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,
USR00362,Paulin Dabukke,Dosen,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,
USR00363,Dr. Violet Samosir,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,
USR00364,"Tgk. Yoga Prasetya, S.Kom",Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,
USR00365,"Dr. Reksa Sudiati, S.Ked",Dosen,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,
USR00366,Diah Prasasta,Dosen,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,
USR00367,"dr. Hana Waskita, S.Sos",Dosen,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,
USR00368,"R.M. Sabar Usada, S.E.",Dosen,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,
USR00369,"dr. Gandi Siregar, S.Gz",Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,
USR00370,Hasta Usamah,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,
USR00371,Rahmi Sudiati,Dosen,"Fakultas Sosial, Humaniora, & Seni",Psikologi,
USR00372,Ghaliyati Habibi,Dosen,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,
USR00373,Marsito Wulandari,Dosen,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,
USR00374,Elisa Nashiruddin,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,
USR00375,Cayadi Maryadi,Dosen,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,
USR00376,Elvina Hartati,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,
USR00377,Natalia Wahyuni,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,
USR00378,Ira Wacana,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,
USR00379,Prakosa Sihotang,Dosen,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,
USR00380,Puti Kayla Dabukke,Dosen,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,
